academic_freq,non_academic_freq,phrase,ratio
28,8,special topic,3.5
98,1,frequency value,98.0
4,1,potential clarification,4.0
409,30,sentence fragment,13.63333333333333
3,1,discussion purpose,3.0
11,1,data redundancy,11.0
100,1,iso standard,100.0
281,1,sense label,281.0
37,13,unique opportunity,2.846153846153846
27,1,grammar description,27.0
11,1,appropriate dictionary,11.0
211,1,interpretation process,211.0
17,1,idiomatic translation,17.0
402,2,low probability,201.0
417,116,maryland,3.594827586206896
469,1,transitive closure,469.0
671,66,training method,10.16666666666667
53,7,possible number,7.571428571428571
6,1,sociale,6.0
79,1,temporal analysis,79.0
57,1,functional linguistics,57.0
8,2,paper selection,4.0
400,2,absolute value,200.0
5,2,android device,2.5
16,1,cognitive activity,16.0
62,1,specific pair,62.0
209,4,word index,52.25
79,2,grammatical aspect,39.5
1651,86,low frequency,19.19767441860465
326,3,learning strategy,108.6666666666667
529,1,current implementation,529.0
47,1,subjective judgment,47.0
16,1,theoretical standpoint,16.0
33,2,model checking,16.5
77,1,cuny,77.0
20,1,eds,20.0
33,1,vocabulary selection,33.0
92,4,body text,23.0
574,5,truth value,114.8
7,2,sengupta,3.5
28,13,antibody,2.153846153846154
60,20,basic vocabulary,3.0
153,2,evaluation system,76.5
137,9,xml schema,15.22222222222222
59,9,linear system,6.555555555555555
265,3,structure information,88.33333333333333
6,2,research quality,3.0
272,2,other noun,136.0
24,1,query syntax,24.0
16,6,design model,2.666666666666667
40,1,reference implementation,40.0
37,4,egyptian dialect,9.25
38,2,level theory,19.0
40,10,correct grammar,4.0
31,1,methodological problem,31.0
408,17,different text,24.0
2,1,contemporary application,2.0
51883,6494,knowledge,7.989374807514629
53,1,contextual interpretation,53.0
27,3,theoretical underpinnings,9.0
83,10,specific approach,8.3
3700,1,information extraction,3700.0
63,22,mailing address,2.863636363636364
107467,21314,type,5.042085014544431
114,1,current turn,114.0
7,2,code model,3.5
29,1,resource type,29.0
399,45,good translation,8.866666666666667
270,12,search term,22.5
24,10,moins,2.4
101,17,example question,5.941176470588236
41,23,greek text,1.782608695652174
432,26,different category,16.61538461538462
25,1,verbal aspect,25.0
43,6,system approach,7.166666666666667
7,2,general editor,3.5
12,2,internet language,6.0
345,7,crucial role,49.28571428571428
15,1,grammar textbook,15.0
17,2,statistical theory,8.5
4,1,environment interaction,4.0
4,1,progressive viewpoint,4.0
821,12,average length,68.41666666666667
222,2,reusability,111.0
259,3,multiple translation,86.33333333333333
97,1,graph algorithm,97.0
123,13,text format,9.461538461538462
38,21,time delay,1.80952380952381
1339,1,finite set,1339.0
181,8,congruence,22.625
678,9,first approach,75.33333333333333
125,1,additional evidence,125.0
56,19,phraseology,2.947368421052631
20,5,spam filter,4.0
5226,6,sentence level,871.0
55123,2102,tag,26.22407231208373
178,28,fundamental problem,6.357142857142857
239,2,alog,119.5
114,11,syllable word,10.36363636363636
38253,411,graph,93.07299270072993
10,1,deductive process,10.0
992,5,switchboard,198.4
10,1,specific statement,10.0
19,2,conversion problem,9.5
74,21,narrative structure,3.523809523809524
2626,1,word type,2626.0
21,4,background text,5.25
4,1,adequate system,4.0
799,294,sarcasm,2.717687074829932
98,1,language interpretation,98.0
187,3,new grammar,62.33333333333334
1283,435,wide variety,2.949425287356322
29,2,english user,14.5
28,3,client application,9.333333333333334
73,6,efficient use,12.16666666666667
247,32,information technology,7.71875
265,1,mapping function,265.0
22,2,informational text,11.0
601,1,uniform distribution,601.0
50,2,length information,25.0
34,7,particular location,4.857142857142857
40,2,test image,20.0
2,1,este punto,2.0
216,14,declension,15.42857142857143
302,4,sentence word,75.5
189,10,recurrence,18.9
209,22,restatement,9.5
49,4,appropriate information,12.25
112,1,initial version,112.0
105,1,concept space,105.0
39,1,predictive text,39.0
2781,1027,processor,2.707887049659202
3239,1361,engineering,2.379867744305658
194371,11869,language,16.37635858117786
9,3,tagalog language,3.0
5116,832,consideration,6.149038461538462
35,5,user testing,7.0
50,1,singular verb,50.0
40,1,standard theory,40.0
50,1,reference frame,50.0
64,1,application context,64.0
9,2,action information,4.5
10,6,actual author,1.666666666666667
2,1,text markup language,2.0
603,3,other nlp,201.0
110,1,verb pattern,110.0
90,37,detailed example,2.432432432432432
5,1,tool knowledge,5.0
1713,5,source text,342.6
50,3,factor model,16.66666666666667
3,2,bourdieu,1.5
45,1,last argument,45.0
36,1,robot system,36.0
4,1,realistic implementation,4.0
68919,1799,grammar,38.30961645358533
666,20,average score,33.3
853,122,reconstruction,6.991803278688525
307,2,different parameter,153.5
14,1,involution,14.0
119,4,single text,29.75
671,1,opinion target,671.0
41,3,different methodology,13.66666666666667
32,1,learning example,32.0
15461,115,derivation,134.4434782608696
21,2,arbitrary rule,10.5
1541,895,sketch,1.721787709497207
123,77,robotics,1.597402597402597
333,4,partial order,83.25
70,13,critical question,5.384615384615385
8809,1,computational linguistics,8809.0
962,153,programming language,6.287581699346405
294,2,information science,147.0
11,1,chinese component,11.0
65,7,class person,9.285714285714286
17,4,style question,4.25
20,8,dof,2.5
63,2,simple context,31.5
18,2,dissimilation,9.0
97,2,example dialogue,48.5
940,1,pointwise,940.0
1000,6,input data,166.6666666666667
15,1,acceptable interpretation,15.0
13,1,coherent answer,13.0
29,8,original information,3.625
46,20,smartphones,2.3
1602,51,hearst,31.41176470588235
426,12,acm,35.5
2,1,adequate quantity,2.0
36,5,namespaces,7.2
475,13,confidence level,36.53846153846154
661,13,text document,50.84615384615385
154,37,cyrillic,4.162162162162162
26,1,accuracy change,26.0
99,4,initial configuration,24.75
216,11,hyphenation,19.63636363636364
4164,626,pronunciation,6.651757188498403
19,1,category sentence,19.0
1314,31,search result,42.38709677419355
138480,20109,example,6.886468745337909
33,1,grammatical complexity,33.0
21,5,specific theory,4.2
91,3,simple structure,30.33333333333333
376,1,linked data,376.0
1281,38,full text,33.71052631578947
8,1,genuine pleasure,8.0
99060,1209,relation,81.93548387096774
58,17,single example,3.411764705882353
435,1,formal definition,435.0
41,27,body movement,1.518518518518519
9,3,standard kind,3.0
99,9,chinese dictionary,11.0
10,1,object analysis,10.0
8,1,chapter overview,8.0
14,3,possible resolution,4.666666666666667
751,132,increment,5.689393939393939
212,1,course structure,212.0
151859,56,corpus,2711.767857142857
1846,3,headword,615.3333333333334
78,1,iterative method,78.0
529,242,much work,2.185950413223141
93,2,relevant knowledge,46.5
24,10,internationalization,2.4
191,1,standard metric,191.0
205,5,experimental design,41.0
915,380,grammatical error,2.407894736842105
58301,3343,target,17.43972479808555
176,1,computational work,176.0
150,1,fitness function,150.0
374,73,basic level,5.123287671232877
176,70,specific example,2.514285714285714
67,5,specific method,13.4
230,12,soundness,19.16666666666667
10,1,rare construction,10.0
21,1,useful metric,21.0
273,29,random order,9.413793103448276
1579,10,participle,157.9
103,5,historical linguistics,20.6
39512,2300,object,17.17913043478261
50,1,article content,50.0
19,3,total runtime,6.333333333333333
227,11,database system,20.63636363636364
70,16,japanese name,4.375
78,1,specific dictionary,78.0
1045,1,subsumption,1045.0
5631,20,speech recognition,281.55
746,9,different value,82.88888888888889
47,2,ordinary text,23.5
20,3,subject study,6.666666666666667
297,8,informatics,37.125
7144,1383,importance,5.165582067968185
74,1,objective value,74.0
276,29,ria,9.517241379310345
73,34,size paper,2.147058823529412
30,6,communication device,5.0
2,1,popular science genre,2.0
111,1,event chain,111.0
1629,27,variability,60.33333333333334
214,5,general method,42.8
974,1,automatic speech,974.0
15,4,software implementation,3.75
313,14,type information,22.35714285714286
17,6,grammar problem,2.833333333333333
30,6,japanese side,5.0
72,2,overestimation,36.0
2414,30,permutation,80.46666666666667
184,23,correct form,8.0
132,3,circularity,44.0
144,1,computational tool,144.0
27,1,word syntax,27.0
36,3,database object,12.0
288,1,different evaluation,288.0
7645,2545,community,3.003929273084479
116,1,tversky,116.0
839,1,hashtag,839.0
266,3,pattern match,88.66666666666667
29,2,online communication,14.5
254,129,whole process,1.968992248062015
40,1,grammatical correctness,40.0
706,1,canonical form,706.0
118,5,hypothesis testing,23.6
275,3,dictionary word,91.66666666666667
55,14,single part,3.928571428571428
7,1,web approach,7.0
1546,1,new domain,1546.0
75022,6986,user,10.73890638419697
1086,31,capitalization,35.03225806451613
23,7,activation process,3.285714285714286
20,2,student text,10.0
103,4,user information,25.75
2,1,xml work,2.0
6,1,useful quantity,6.0
25,1,probability problem,25.0
8,1,superlative degree,8.0
14,2,implementation method,7.0
14,5,effect relationship,2.8
14,7,standard tuning,2.0
617,5,learning problem,123.4
844,3,dictionary entry,281.3333333333333
1334,15,wikipedia article,88.93333333333334
78,47,past event,1.659574468085106
185,3,component analysis,61.66666666666666
397,7,such method,56.71428571428572
679,4,english verb,169.75
5,2,meaningful interaction,2.5
333,2,test text,166.5
72,5,software component,14.4
267,1,hanzi,267.0
67,1,evolutionary algorithm,67.0
390,121,english dictionary,3.223140495867769
36,1,actual context,36.0
1367,173,cambridge,7.901734104046243
45,4,preterite,11.25
237,21,test score,11.28571428571429
22,11,correct location,2.0
41,1,service user,41.0
11439,6861,understanding,1.667249672059467
19,3,second speaker,6.333333333333333
5886,1921,patient,3.064029151483602
3,1,post structure,3.0
41,3,interface system,13.66666666666667
68,1,smes,68.0
146,3,shared knowledge,48.66666666666666
20436,5184,selection,3.94212962962963
5,3,several self,1.666666666666667
30,20,advanced study,1.5
100,1,model data,100.0
28,2,individual student,14.0
42,11,complexity theory,3.818181818181818
5778,3,phoneme,1926.0
19,1,stop system,19.0
18,1,text service,18.0
6,1,catalan language,6.0
67,1,scientific document,67.0
36,2,brandeis university,18.0
44,1,soft pattern,44.0
722,50,news story,14.44
58,3,relevant item,19.33333333333333
12,1,algebraic approach,12.0
38,8,simple information,4.75
211,1,domain task,211.0
247,3,correction system,82.33333333333333
77,14,communication system,5.5
40,13,good data,3.076923076923077
23,1,string substitution,23.0
7,2,particular opinion,3.5
610,1,word context,610.0
15,1,ongoing event,15.0
34,3,cgi script,11.33333333333333
24,3,software service,8.0
19,2,list data,9.5
206,1,query system,206.0
37,1,significant topic,37.0
203,3,target user,67.66666666666667
1604,8,system performance,200.5
18,2,empirical science,9.0
4374,23,neural network,190.1739130434783
61,25,child relationship,2.44
8,5,michigan state university,1.6
548,3,entire sentence,182.6666666666667
289,4,average value,72.25
50,8,tbi,6.25
103,28,interesting example,3.678571428571428
258,153,massachusetts,1.686274509803922
34,5,progress report,6.8
4,1,mandarin chinese grammar,4.0
5,1,web service architecture,5.0
40,2,single list,20.0
966,6,text processing,161.0
11,7,seulement,1.571428571428571
15,7,present theory,2.142857142857143
19,1,surface tape,19.0
151,1,name translation,151.0
279,13,significant impact,21.46153846153846
763,162,ide,4.709876543209877
1535,3,high accuracy,511.6666666666667
6,1,specific branch,6.0
192,1,extensibility,192.0
21,1,particular parsing,21.0
8147,1543,semi,5.2799740764744
4,2,high enough level,2.0
2,1,theoretical example,2.0
130,4,joint task,32.5
48,11,health service,4.363636363636363
16,1,example support,16.0
181,2,world data,90.5
1226,8,monotonic,153.25
408,1,automatic text,408.0
3,1,normal goal,3.0
18,5,successful strategy,3.6
299,11,first system,27.18181818181818
113,1,exponential time,113.0
23,2,english child,11.5
28,15,actual problem,1.866666666666667
7,4,subject person,1.75
544,39,specific type,13.94871794871795
61,1,sequence data,61.0
171,2,standard measure,85.5
355,6,xiong,59.16666666666666
8,1,user interface designer,8.0
377,1,cloze,377.0
2,1,hybrid engine,2.0
46,7,way information,6.571428571428571
517,5,phrasal verb,103.4
226,2,sequence alignment,113.0
5,1,minimum fan,5.0
1312,2,processing step,656.0
93,1,exemplification,93.0
264,5,language description,52.8
7112,2921,conversation,2.434782608695652
17,1,principle component analysis,17.0
651,86,malt,7.569767441860465
1163,4,linguistic analysis,290.75
29,1,example usage,29.0
2,1,concern question,2.0
10,3,theoretical knowledge,3.333333333333333
8,5,work program,1.6
695,1,computational complexity,695.0
68,26,different solution,2.615384615384615
60,3,language game,20.0
552,56,shi,9.857142857142858
8,3,date data,2.666666666666667
144,1,standard algorithm,144.0
572,1,feature model,572.0
117,6,compound sentence,19.5
30,1,methodological point,30.0
35,6,specific code,5.833333333333333
182,2,evaluation section,91.0
145,1,comprehensibility,145.0
2,1,formal philosophy,2.0
48,1,word lookup,48.0
6,2,pinyin romanization,3.0
6,1,transaction relation,6.0
133,2,email thread,66.5
37,2,standard interpretation,18.5
4,1,pullback,4.0
1058,44,dep,24.04545454545455
21,1,bakhtin,21.0
24035,7238,match,3.320668693009118
163,5,relevant data,32.6
12,3,iat,4.0
356,2,verbalization,178.0
439,11,interoperability,39.90909090909091
215967,20879,feature,10.34374251640404
24,4,mathematical notation,6.0
2,1,sterling job,2.0
46,5,level content,9.2
6,1,foreign language speaker,6.0
457,8,small subset,57.125
60,18,complete agreement,3.333333333333333
130,1,following list,130.0
86,19,interrelationship,4.526315789473684
31,1,binomial model,31.0
58,24,basic grammar,2.416666666666667
23,6,overall context,3.833333333333333
2,1,fitting object,2.0
25,1,algorithm design,25.0
6,1,house description,6.0
9,2,informal writing style,4.5
187,1,optimal number,187.0
3,2,difficult course,1.5
102,1,possible configuration,102.0
37,1,ontology engineering,37.0
18,1,synecdoche,18.0
7,2,art example,3.5
23,1,english thesaurus,23.0
2537,16,urdu,158.5625
148,3,specific grammar,49.33333333333334
110,7,mainland china,15.71428571428571
105,1,word repetition,105.0
6,1,work method,6.0
91,29,project gutenberg,3.137931034482758
36043,179,parameter,201.3575418994413
57,9,assistant professor,6.333333333333333
7,2,period type,3.5
18,4,simple declarative sentence,4.5
36,1,lingual approach,36.0
62,1,present context,62.0
607,101,concordance,6.00990099009901
104,3,past tense verb,34.66666666666666
3283,314,conversational,10.45541401273885
140,1,fundamental frequency,140.0
270,13,specific application,20.76923076923077
62,1,language approach,62.0
85,8,cognitive psychology,10.625
165,10,actual value,16.5
23,3,computer research,7.666666666666667
15763,5190,solution,3.037186897880539
163,4,recommender,40.75
182,2,tag feature,91.0
125,12,incoherence,10.41666666666667
25,5,ankara,5.0
547,1,grammatical category,547.0
19,1,address space,19.0
14,1,careful evaluation,14.0
1207,378,contradiction,3.193121693121693
187,4,conditionals,46.75
510,173,faq,2.947976878612717
37661,8778,study,4.290385053542948
79,1,process text,79.0
27,1,centroid method,27.0
703,17,plain text,41.35294117647059
92,1,word method,92.0
247,2,unified framework,123.5
51,2,basic frame,25.5
9,1,contextual translation,9.0
26,4,max value,6.5
356,104,response time,3.423076923076923
1553,89,same sentence,17.44943820224719
162,1,contiguity,162.0
4,2,cogency,2.0
129,11,much data,11.72727272727273
27,8,first article,3.375
83,2,search pattern,41.5
113,10,actual implementation,11.3
4,1,paul delany,4.0
28,2,keh,14.0
505,21,specific task,24.04761904761905
249,1,linguistic model,249.0
12,3,literary language,4.0
24,11,farwell,2.181818181818182
745,10,scoping,74.5
122,4,final text,30.5
7,3,space use,2.333333333333333
5940,849,metaphor,6.996466431095406
1829,24,repository,76.20833333333333
22,1,xml input,22.0
120,4,trustworthiness,30.0
5,1,comprehensible way,5.0
17,6,current date,2.833333333333333
12,1,phonics set,12.0
17982,481,boundary,37.38461538461539
52,14,enormous number,3.714285714285714
1163,1,search algorithm,1163.0
69,1,xml structure,69.0
12,5,portuguese version,2.4
72,2,imprecision,36.0
209,2,description language,104.5
41,10,reference document,4.1
83,25,correct number,3.32
69,18,rhetorical question,3.833333333333333
2,1,perugia,2.0
3,1,complexity argument,3.0
59,1,standardisation,59.0
27,1,learner level,27.0
1191,43,word phrase,27.69767441860465
25,1,example error,25.0
22,13,word file,1.692307692307692
611,2,input feature,305.5
138,14,conversion process,9.857142857142858
20,5,person type,4.0
12,1,application part,12.0
13597,4179,japanese,3.253649198372817
95,1,pair type,95.0
372,40,vagueness,9.3
176,1,same lemma,176.0
117,2,inductive logic,58.5
35,1,language comparison,35.0
198,21,adaptability,9.428571428571429
428,32,text file,13.375
1045,7,diacritic,149.2857142857143
16,1,binyan,16.0
2334,4,orthographic,583.5
106,1,joint system,106.0
402,5,homogeneity,80.4
257,1,data format,257.0
39,22,first session,1.772727272727273
32,1,correct input,32.0
1303,1,grammatical function,1303.0
113,1,proj,113.0
4,2,visual approach,2.0
18,1,table structure,18.0
14,6,sense item,2.333333333333333
33,2,correct text,16.5
91,9,particular value,10.11111111111111
6494,493,punctuation,13.17241379310345
22,9,output level,2.444444444444445
7,1,predefined text,7.0
241,1,prediction problem,241.0
18,1,point rating scale,18.0
29,1,frame data,29.0
18,6,orsay,3.0
2722,124,inflection,21.95161290322581
22,3,arabic version,7.333333333333333
2,1,neuroscience research,2.0
33,1,dynamic environment,33.0
46,1,example graph,46.0
374,79,debugging,4.734177215189874
40,1,time prediction,40.0
3,1,english value,3.0
45,1,istituto,45.0
360,3,verb agreement,120.0
8,1,wizard interface,8.0
52,18,gough,2.888888888888889
23,2,type concept,11.5
8207,503,reduction,16.31610337972167
222,1,nlp component,222.0
740,21,training material,35.23809523809524
61898,9608,error,6.442339716902581
134,1,perl script,134.0
121,1,linear framework,121.0
610,33,postulate,18.48484848484848
2455,1,tree structure,2455.0
207,1,pronunciation dictionary,207.0
4,1,deliberation process,4.0
231,3,lections,77.0
22,4,subject focus,5.5
63,1,unicode character,63.0
9,1,surface constraint,9.0
10,6,optimal control,1.666666666666667
176,1,comparator,176.0
6,1,extra text,6.0
105,16,second point,6.5625
472,9,grammatical structure,52.44444444444444
97,6,right bracket,16.16666666666667
17,2,manual information,8.5
251,1,statistical system,251.0
381,2,google translate,190.5
211,1,predicate calculus,211.0
920,242,justification,3.801652892561984
1361,86,completeness,15.82558139534884
483,19,wide web,25.42105263157895
150,2,reference data,75.0
59,24,truthfulness,2.458333333333333
11266,6011,code,1.874230577274996
36,21,literary theory,1.714285714285714
101,9,prior model,11.22222222222222
121,2,audio data,60.5
31,5,record number,6.2
301,5,input method,60.2
3598,6,relatedness,599.6666666666666
4369,1367,intention,3.196049743964887
558,1,different data,558.0
48,1,mean duration,48.0
10,1,example match,10.0
259,4,object relation,64.75
15,3,evolutionary approach,5.0
4,1,manual log,4.0
32,1,word value,32.0
63,4,particular state,15.75
29,2,interchangeability,14.5
64,2,tone language,32.0
4985,5,phrasal,997.0
150,1,monolingual dictionary,150.0
49,3,example system,16.33333333333333
1499,536,english language,2.796641791044776
42,1,previous query,42.0
16,3,material object,5.333333333333333
4,1,individual activity,4.0
270,1,equivalence relation,270.0
4751,24,weighting,197.9583333333333
693,3,interrogative,231.0
171,4,research field,42.75
36,1,function definition,36.0
2,1,level functionality,2.0
25,2,ordinary conversation,12.5
401,88,pascal,4.556818181818182
112,1,input character,112.0
9,1,mentoring program,9.0
173,2,classification technique,86.5
7,3,marriage certificate,2.333333333333333
4,2,application procedure,2.0
35,1,structural approach,35.0
54030,1885,input,28.6631299734748
418,4,web text,104.5
11,3,bonelli,3.666666666666667
24,1,system overview,24.0
203,2,professional translator,101.5
36,20,visual presentation,1.8
27,13,future time,2.076923076923077
18,2,usability test,9.0
229,12,specific case,19.08333333333333
188,3,testing phase,62.66666666666666
233,10,monosyllabic,23.3
39,3,positive affect,13.0
271,3,hash table,90.33333333333333
26,1,simple value,26.0
155,7,korean word,22.14285714285714
56,7,conceptual framework,8.0
178,22,bioinformatics,8.090909090909092
9,1,dictionary software,9.0
9,1,speaker attribution,9.0
21419,890,recognition,24.06629213483146
41,19,critical information,2.157894736842105
116,1,editing time,116.0
133,12,current topic,11.08333333333333
346,2,general language,173.0
10,2,unusual event,5.0
164,1,genitive case,164.0
126,1,comparative sentence,126.0
382,3,qualitative analysis,127.3333333333333
21,1,example number,21.0
28,1,onset time,28.0
481,4,single model,120.25
45,3,same component,15.0
4,2,mathematical level,2.0
15,1,causal inference,15.0
39,3,content overlap,13.0
609,8,resolver,76.125
16,3,standard interface,5.333333333333333
490,180,uniqueness,2.722222222222222
820,6,choi,136.6666666666667
12471,488,cue,25.55532786885246
30,1,arabic character,30.0
9,4,contact management,2.25
11,1,xml template,11.0
13,2,information people,6.5
1527,1,event type,1527.0
331,1,structure analysis,331.0
22,3,date field,7.333333333333333
93,24,collaborative effort,3.875
11631,689,phenomenon,16.88098693759071
17,2,expository dialogue,8.5
92,1,binary search,92.0
1605,4,future research,401.25
154,33,second round,4.666666666666667
63,2,negative affect,31.5
371,17,uppercase,21.82352941176471
462,196,source code,2.357142857142857
94,3,dialogue situation,31.33333333333333
27,2,student knowledge,13.5
50,1,human name,50.0
20,1,case document,20.0
214,1,interpretability,214.0
104,1,object recognition,104.0
42,4,special focus,10.5
278,7,available resource,39.71428571428572
3,2,email section,1.5
2601,255,planner,10.2
3253,121,different language,26.88429752066116
176,3,final summary,58.66666666666666
30,4,french vocabulary,7.5
64,4,possible method,16.0
591,23,nguyen,25.69565217391304
268,16,effective method,16.75
7408,8,crf,926.0
52,1,french system,52.0
23948,3471,improvement,6.899452607317776
1310,5,ization,262.0
869,2,text analysis,434.5
169,2,relevant concept,84.5
1406,4,dialog system,351.5
278,33,bulgaria,8.424242424242424
991,1,auxiliary verb,991.0
12,6,venona,2.0
27,6,influential work,4.5
144,1,score measure,144.0
29,1,right sub,29.0
109,6,filler word,18.16666666666667
238,20,simple case,11.9
927,5,internal structure,185.4
48,4,intuitive understanding,12.0
97,15,serialization,6.466666666666667
51,1,datatype,51.0
66,1,style annotation,66.0
8,1,bateson,8.0
36,4,real world context,9.0
3,1,world usefulness,3.0
1990,6,ibm model,331.6666666666667
2,1,oxford guide,2.0
10,1,letter alphabet,10.0
56,2,individual phrase,28.0
186,60,dichotomy,3.1
19,4,traffic information,4.75
14,1,initial specification,14.0
20,2,time form,10.0
23,2,whole conversation,11.5
565,12,type system,47.08333333333334
12,6,calendar date,2.0
1864,1032,agenda,1.806201550387597
81,12,learning program,6.75
67,2,system interaction,33.5
38,1,usability evaluation,38.0
183,2,data item,91.5
193,46,ptsd,4.195652173913044
8,2,qualitative method,4.0
241,100,consent,2.41
60,1,readability level,60.0
227,9,particular application,25.22222222222222
20,1,research strategy,20.0
166,63,main drawback,2.634920634920635
232,3,statistical test,77.33333333333333
55,10,new solution,5.5
87,2,respective language,43.5
13,1,message element,13.0
82,7,stack size,11.71428571428571
2,1,straightforward tool,2.0
31,19,good response,1.631578947368421
11,1,minimal example,11.0
24,2,japanese writing system,12.0
513,4,decipherment,128.25
68,1,probability space,68.0
40,13,clinical practice,3.076923076923077
145,15,single link,9.666666666666666
33,4,reasonable approach,8.25
351,170,previous model,2.064705882352941
21119,2,test set,10559.5
59,2,search engine result,29.5
2174,309,english translation,7.035598705501618
90,1,spoken interaction,90.0
192,1,acquisition process,192.0
8,1,grammatical example,8.0
50,7,fundamental rule,7.142857142857143
20,8,head case,2.5
94616,8503,table,11.12736681171351
25,2,last equation,12.5
467,5,specific rule,93.4
447,1,subject position,447.0
1545,2,negative example,772.5
4,1,intended use case,4.0
276,1,statistical learning,276.0
20,4,movie data,5.0
2,1,prescriptive advice,2.0
36525,4581,string,7.973149967256058
25,2,erroneous input,12.5
64,4,common format,16.0
269,1,verb predicate,269.0
12,1,psychology department,12.0
428,2,standard phrase,214.0
15,3,annotated list,5.0
716,1,viterbi algorithm,716.0
48030,11141,list,4.311103132573377
230,14,basic approach,16.42857142857143
63,12,first principle,5.25
97,2,idiomatic usage,48.5
78,5,simple procedure,15.6
367,3,original data,122.3333333333333
1069,1,linear combination,1069.0
375,1,indicator function,375.0
2,1,site youtube,2.0
1020,21,word translation,48.57142857142857
10,2,summary paragraph,5.0
236,1,nlp technology,236.0
160,19,scientific literature,8.421052631578947
11820,698,equation,16.93409742120344
127,3,subject field,42.33333333333334
8186,724,architecture,11.30662983425414
9,1,fortran program,9.0
1316,29,optimizing,45.37931034482759
2,1,tactical issue,2.0
388,18,simple approach,21.55555555555556
107,3,property value,35.66666666666666
48,1,perfective aspect,48.0
1288,10,language text,128.8
29,2,large mouse,14.5
1112,10,data collection,111.2
23,1,gesellschaft,23.0
33,1,object identification,33.0
401,4,world model,100.25
177,1,string position,177.0
146,14,new sense,10.42857142857143
64,2,ordering method,32.0
935,490,omission,1.908163265306122
15,2,search engine ranking,7.5
269,1,lookup table,269.0
171,6,information flow,28.5
33844,124,lexicon,272.9354838709677
59,3,knowledge transfer,19.66666666666667
290,5,selection criterion,58.0
8,5,character cross,1.6
257,2,pku,128.5
94,9,original problem,10.44444444444444
591,123,xerox,4.804878048780488
2,1,interesting match,2.0
707,1,order model,707.0
5,3,order company,1.666666666666667
27,6,uspto,4.5
3,2,multiple choice format,1.5
251,8,declarative sentence,31.375
5,1,unbiased comparison,5.0
71,41,oxford university,1.731707317073171
144,42,sheffield,3.428571428571428
271,2,maximum score,135.5
137,23,action type,5.956521739130435
11,2,intuitive level,5.5
30,1,weighted language,30.0
48,2,multilingualism,24.0
35,1,feature data,35.0
330,14,amplitude,23.57142857142857
37,11,class distinction,3.363636363636364
564,3,first column,188.0
176,14,german text,12.57142857142857
649,2,standard data,324.5
54,2,model change,27.0
26,13,mathematical logic,2.0
37,4,big5,9.25
3,1,length letter,3.0
56,1,structure description,56.0
867,138,same topic,6.282608695652174
218,90,whole system,2.422222222222222
11,5,common notion,2.2
411,7,reformulation,58.71428571428572
2,1,illinois chicago,2.0
14,1,class content,14.0
119,21,brighton,5.666666666666667
268,1,initial model,268.0
5,1,metaphor usage,5.0
147,25,knowledge management,5.88
81,4,complete phrase,20.25
16713,213,mapping,78.46478873239437
300,37,certain kind,8.108108108108109
98,1,alignment procedure,98.0
61,16,computer language,3.8125
101,5,other structure,20.2
136,1,computational analysis,136.0
7,3,intuitive user interface,2.333333333333333
292,9,such knowledge,32.44444444444444
4381,849,http,5.160188457008245
4,1,legal context,4.0
70,42,whiteboard,1.666666666666667
15175,4700,respect,3.228723404255319
24,10,ceux,2.4
4,1,effective utilization,4.0
207,1,subjective evaluation,207.0
44,27,research method,1.62962962962963
86,10,previous case,8.6
9,1,full professor,9.0
232,11,cambridge university,21.09090909090909
114,3,empirical approach,38.0
56,1,optimal configuration,56.0
57,15,champaign,3.8
378,7,pitman,54.0
131,8,specific content,16.375
89,54,file system,1.648148148148148
937,213,problem solving,4.39906103286385
10,2,second matrix,5.0
466,26,key idea,17.92307692307692
172,5,text information,34.4
91116,260,algorithm,350.4461538461538
57,1,target information,57.0
6,3,default level,2.0
19,1,foreign language text,19.0
8,2,paradigm example,4.0
477,6,specific language,79.5
3,1,testing script,3.0
18,1,internalization,18.0
65,3,neuroticism,21.66666666666667
449,1,language information,449.0
1699,51,stimulus,33.31372549019608
1637,12,data point,136.4166666666667
237,19,transposition,12.47368421052632
10,2,complete access,5.0
44,1,gender prediction,44.0
35,1,time analysis,35.0
469,7,first task,67.0
178,4,level system,44.5
7,1,conversational content,7.0
121,1,robot interaction,121.0
199,1,research problem,199.0
667,55,edinburgh,12.12727272727273
20,1,correct object,20.0
82,2,same rank,41.0
36,24,aramaic,1.5
20,1,old church slavonic,20.0
28,1,language script,28.0
5,1,informative message,5.0
559,116,current version,4.818965517241379
50,1,term description,50.0
170,10,relevant text,17.0
296,5,semitic language,59.2
60,4,ohio state university,15.0
11,2,emotional statement,5.5
154,5,new framework,30.8
38,2,positive event,19.0
4,2,fortran code,2.0
254,37,pattern recognition,6.864864864864865
34,2,keyboard input,17.0
77,3,umlaut,25.66666666666667
334,18,such example,18.55555555555556
25,2,vocabulary test,12.5
25,6,accurate measure,4.166666666666667
53,1,particular frame,53.0
60199,5,syntactic,12039.8
7,1,rgb color,7.0
83,3,actual system,27.66666666666667
465,260,secretary,1.788461538461539
33294,11149,space,2.986276796125213
131,1,generalizability,131.0
128623,2487,task,51.71813429835143
2,1,southern illinois university,2.0
55,1,pattern concept,55.0
34,1,rank difference,34.0
4,1,process overview,4.0
4944,1254,google,3.942583732057416
451,89,computer system,5.067415730337078
333,6,chinese translation,55.5
232,1,performance level,232.0
